,Title,Studios,Genres,Rank,Completed_count,Year,Anime_id
12100,Ginga Tetsudou 999: Kimi wa Senshi no You ni Ikirareru ka?,Toei Animation,Drama|Sci-Fi|Space,7664,743,1979,6733
12101,Donyatsu Specials,Gathering,Comedy|Sci-Fi|Seinen,9910,308,2013,26079
12102,Osomatsu-san Movie: Zensetsu Gekijou,,Comedy|Parody,6475,989,2019,41052
12103,Girls & Panzer: Saishuushou Part 1 - Fushou Akiyama Yukari no Sensha Kouza,,Military|School,7166,761,2018,39429
12104,Super Backkom,RG Animation Studios,Comedy|Super Power|Kids,10155,268,2008,26011
12105,Mobile Suit Gundam Unicorn: One of Seventy Two,Sunrise,Mecha,7991,726,2013,23943
12106,Tegamibachi Gakuen,Studio Pierrot,Comedy|School,4325,3928,2010,8022
12107,Shoujo☆Kageki Revue Starlight Specials,Kinema Citrus,Comedy,4541,3733,2018,38050
12108,Macross Δ: Delta Shougekijou,Studio PuYUKAI,Comedy|Sci-Fi,8357,614,2016,33806
12109,Sexy Commando Gaiden: Sugoi yo!! Masaru-san Specials,Magic Bus,Comedy|Martial Arts|School|Shounen,7494,1121,1998,1012
12110,Aruhi no Clamp Gakuen Tanteidan,Studio Pierrot,Comedy,8630,508,2005,6107
12111,Shapeshifter,,Avant Garde|Music,10359,235,2019,40002
12112,Nanaka 6/17 Special,J.C.Staff,Comedy|Drama|Romance|Slice of Life|Shounen,6646,1156,2003,5865
12113,Toaru Kagaku no Railgun T: Motto Marutto Railgun,J.C.Staff,Comedy,5312,2126,2020,43483
12114,Chikatetsu ni Noru,,Slice of Life,10297,253,2017,36888
12115,Kokoro Toshokan: Communication Clips,,Comedy|Drama|Slice of Life,9634,398,2002,5472
12116,"Yakushiji Ryouko no Kaiki Jikenbo: Hamachou, Voice & Fiction",Doga Kobo,Mystery|Supernatural|Police,9734,202,2009,29837
12117,Mobile Suit Gundam: Zeonic Front - Indignation of Zeon.,Sunrise,Mecha|Military,8937,947,2001,20667
12118,City Hunter: The Secret Service,Sunrise,Action|Comedy|Mystery|Shounen,3560,4047,1996,1477
12119,Dededen,TMS Entertainment,Slice of Life,9697,269,2015,30289
12120,Tales of Crestoria: Toga Waga wo Shoite Kare wa Tatsu,Kamikaze Douga,Adventure|Fantasy,6573,1818,2020,42832
12121,Ginga Kikoutai Majestic Prince: Mirai e no Tsubasa,Orange|Seven Arcs Pictures,Action|Sci-Fi|Mecha|School|Space|Seinen,5689,3720,2016,33024
12122,Koukaku no Pandora: Pandoradio,Studio Gokumi,Comedy|Sci-Fi,9021,463,2016,37026
12123,Harukanaru Toki no Naka de: Hachiyou Shou Recap,Yumeta Company,Fantasy|Supernatural|Demons|Historical|Shoujo,9357,319,2006,30145
12124,Lupin III: Goodbye Partner,TMS Entertainment,Action|Adventure|Comedy|Mystery|Seinen,5525,2670,2019,38720
12125,G-On Riders Special,Shaft,Comedy|Sci-Fi|Ecchi,9750,438,2003,24637
12126,Hidamari Sketch x ☆☆☆ Recap,Shaft,Comedy|Slice of Life|School,8180,509,2012,28915
12127,Dr. Slump: Arale-chan Ayaya!? Penguin Mura de TV Jack,Toei Animation,Comedy|Sci-Fi|Shounen,9829,289,1981,30453
12128,Tiger & Bunny: Too Many Cooks Spoil the Broth.,,Action|Comedy|Mystery|Super Power,8328,864,2015,30537
12129,Detective Conan: Amuro Secret Call,TMS Entertainment,Comedy|Mystery|Police,7996,741,2018,38788
12130,Urusei Yatsura: The Shougaibutsu Suieitaikai,Sunrise,Action|Comedy|Romance|Sci-Fi|School,5229,2409,2008,6567
12131,Akai Koudan Zillion Recaps,Production I.G,Adventure|Sci-Fi,9527,244,1987,17167
12132,Kimi no Sumu Machi,J.C.Staff,Comedy,8517,713,2015,32065
12133,Saiunkoku Monogatari Recaps,Madhouse,Adventure|Comedy|Drama|Fantasy|Romance|Historical,5212,2038,2007,2193
12134,Heya Camp△: Sauna to Gohan to Sanrin Bike,C-Station,Comedy|Slice of Life,1977,10243,2020,41061
12135,Taiyou no Mokushiroku: A Spirit of the Sun,Madhouse,Drama|Sci-Fi,6181,1026,2006,1857
12136,Happy☆Lesson: Hoka Hoka★Kanna to Futari Kiri,,Comedy|Romance|Harem,6324,2271,2002,7579
12137,Morinaga Nyuugyou x Mary to Majo no Hana,,Slice of Life,9205,583,2017,37189
12138,Kishin Houkou Demonbane  Specials,,Sci-Fi|Supernatural|Mecha,9546,466,2006,23753
12139,Dr. Slump: Hoyoyo! Arale no Himitsu Dai Koukai dayo!!,Toei Animation,Comedy|Sci-Fi|Shounen,9727,397,1999,30450
12140,Morita-san wa Mukuchi. Specials,Seven,Comedy|Slice of Life|School,5934,3112,2012,12921
12141,Choujin Locke Special,,Action|Sci-Fi|Super Power,10532,280,1979,17048
12142,Senki Zesshou Symphogear XV: Senki Zesshou Shinai Symphogear,Satelight,Comedy|Slice of Life,6305,1364,2019,40659
12143,Toyama Kankou Anime Project,P.A. Works,Slice of Life|Historical,9955,455,2009,10511
12144,King of Prism by Pretty Rhythm Short Anime,,Comedy|Fantasy|Music,9396,212,2016,32989
12145,Sora no Manimani Specials,,Comedy|Slice of Life|School|Seinen,5171,3828,2009,6885
12146,SOS TV Walpurgis Night Fever Episode 0,,Comedy|Sci-Fi,10081,633,2010,8710
12147,Yu☆Gi☆Oh! The Dark Side of Dimensions Special: Eien no Rival - Yuugi to Kaiba!,Gallop,Adventure|Game|Shounen,6091,1928,2016,33997
12148,Lupin III 3DCG,Marza Animation Planet,Action|Suspense,7844,967,2012,36991
12149,Tantei Opera Milky Holmes: Arsene Karei naru Yokubou,J.C.Staff,Comedy|Mystery|Super Power,6893,920,2017,36827
12150,RahXephon Specials,Bones,Action|Drama|Mystery|Romance|Sci-Fi|Mecha|Music,6873,1902,2003,5288
12151,Contact 2,RG Animation Studios,Comedy|Sci-Fi|Kids,9867,342,2006,25977
12152,Lord of Vermilion III Special Anime Movie,Seven Arcs Pictures,Action|Adventure|Fantasy,9521,412,2015,31493
12153,Argento Soma Special,Sunrise,Action|Sci-Fi|Mecha,6545,2332,2002,1789
12154,Mai no Mahou to Katei no Hi,P.A. Works,Drama,8791,901,2011,9940
12155,Busou Renkin: Mahiro no Busou Renkin Kouza,Xebec,Comedy,8967,523,2007,39316
12156,Soul Reviver,,Action|Supernatural|Seinen,10366,389,2013,18723
12157,Boku no Boukuugou,Shin-Ei Animation,Drama|Historical|Kids,9349,243,2005,20207
12158,Uchuu Senkan Yamato: Aratanaru Tabidachi,Group TAC,Action|Drama|Sci-Fi|Military|Space,6209,1565,1979,3071
12159,THE iDOLM@STER Cinderella Girls: Starlight Stage - Shinshun! Happy New Year Campaign,,Game|Music,9500,378,2017,37124
12160,Harukanaru Toki no Naka de 3: Kurenai no Tsuki,Yumeta Company,Action|Fantasy|Historical|Military|Shoujo,6442,1545,2007,3227
12161,Chiruran: Nibun no Ichi Special,,Action|Comedy|Historical,9852,301,2017,35301
12162,Tantei Opera Milky Holmes: Summer Special,J.C.Staff,Comedy|Mystery|Super Power,4671,4688,2011,10923
12163,Giant Robo,OLM,Action|Mecha,9581,352,2007,34622
12164,Legend of Lemnear: Kyokuguro no Tsubasa Valkisas Pilot Film,AIC,Action|Adventure,10334,327,1998,37506
12165,Mahou Shoujo Lyrical Nanoha: The Movie 2nd A's Mini Picture Drama,,Comedy|Parody,8936,486,2013,32316
12166,Marie & Gali Special,Toei Animation,Comedy,10016,376,2009,6684
12167,Hikari to Mizu no Daphne Specials,J.C.Staff,Action|Comedy|Ecchi,6295,1925,2004,1898
12168,Dr. Slump: Arale-chan Specials,Toei Animation,Comedy|Sci-Fi|Shounen,9718,360,1981,28369
12169,Samuroid Zero,Polygon Pictures,Action|Samurai,10683,346,2005,34721
12170,Lupin III: Touhou Kenbunroku - Another Page,TMS Entertainment,Action|Adventure|Comedy|Mystery|Seinen,5562,2284,2012,15783
12171,Warau Salesman Episode 0,,Supernatural|Psychological|Seinen,9138,450,1989,35115
12172,Dennou Coil Recaps,Madhouse,Adventure|Comedy|Drama|Mystery|Sci-Fi,7485,1110,2007,13955
12173,Comic Party Specials,OLM,Comedy|Drama,6636,2248,2003,707
12174,Soul Link Picture Drama,,Romance|Sci-Fi,9739,426,2006,10373
12175,The iDOLM@STER SideM: 315 Variety Pack! Made In Passion!,A-1 Pictures,Music,8514,468,2018,36529
12176,Wena Wrist,,Military|Music,10514,237,2020,41192
12177,Mahoromatic: Tadaima Okaeri,Gainax,Comedy|Romance|Sci-Fi|Ecchi,3966,5717,2009,7066
12178,Osomatsu-san Short Film Series 2nd Season,,Comedy|Parody,9264,385,2018,36761
12179,Hanamaru Youchien Special Preview,Gainax,Comedy|School,7079,1436,2009,16740
12180,Tokyo 24-ku: Reversal Film,CloverWorks,Mystery|Sci-Fi|Super Power,8911,714,2022,51296
12181,Kiitarou Shounen no Youkai Enikki: Jonan no Saijitsu,Creators in Pack,Comedy|Supernatural|Ecchi,7681,1319,2017,34999
12182,Fatal Fury 2: The New Battle,,Action|Adventure|Drama|Martial Arts|Shounen,4724,6734,1993,1800
12183,Soushin Shoujo Matoi: Kabushiki Gaisha Knight Busters,White Fox,Supernatural,6625,1536,2017,35458
12184,Mameshiba Bangai-hen,,Comedy|Music,10080,233,2008,33552
12185,Seihou Bukyou Outlaw Star Pilot,Sunrise,Action|Sci-Fi|Space,4654,3795,2006,4650
12186,The SoulTaker: Tamashii-gari - Komugi Daisakusen,Tatsunoko Production,Comedy,8941,890,2001,3849
12187,Urashimasakatasen no Nichijou Special,Gainax Kyoto,Comedy|Slice of Life,9039,277,2020,40921
12188,Chuubyou Gekihatsu Boy: Otoko ni Umareta Shukumei Dakara,Studio Deen,Comedy|Slice of Life|School,5033,3201,2020,40465
12189,Harukanaru Toki no Naka de 3: Owarinaki Unmei,Yumeta Company,Action|Fantasy|Supernatural|Demons|Historical|Military|Shoujo,7325,1090,2010,7254
12190,Umi Monogatari: Anata ga Ite Kureta Koto - Shinjiau Kokoro,Zexcs,Comedy|Fantasy|Supernatural,6589,1900,2010,6883
12191,A-Channel: Nabe wo Tabeyou,Studio Gokumi,Comedy|Slice of Life|School|Seinen,4864,4019,2017,35285
12192,Bakabon Osomatsu no Karee wo Tazunete Sansenri,Studio Pierrot,Comedy,9540,204,1991,24373
12193,e-ma Nodo Ame CMs,,Music,10197,225,2021,48432
12194,Asunal Kanayama,,Slice of Life,10635,177,2013,37535
12195,Pretty Rhythm: Aurora Dream - Prism Shougekijou,Tatsunoko Production,Comedy|Shoujo,6559,1408,2011,11911
12196,Senki Zesshou Symphogear AXZ: Senki Zesshou Shinai Symphogear,Satelight,Comedy|Sci-Fi|Slice of Life|Music,5643,2251,2017,36692
12197,Precure All Stars GoGo Dream Live!,Toei Animation,Action|Fantasy|Shoujo,5988,2187,2008,10549
12198,Umi Monogatari: Kanon to Iku Amamikoshima,Zexcs,Comedy,8702,585,2009,10306
12199,Tokimeki Memorial: Only Love Specials,AIC ASTA,Comedy|School,5795,2989,2007,3686
12200,Mahou Shoujo Lyrical Nanoha StrikerS Picture Drama,,Comedy|Parody|School,9526,344,2015,37934
12201,Shokupan Mimi Specials,Kachidoki Studio,Comedy|Gourmet,9832,409,2011,32875
12202,Lupin III: The Last Job,TMS Entertainment,Action|Adventure|Comedy|Seinen,4866,3579,2010,8097
12203,Chein Kuro-Nikuru!!,Studio PuYUKAI,Comedy|Parody,10256,219,2017,34765
12204,Lupin III: Alcatraz Connection,TMS Entertainment,Action|Adventure|Comedy|Seinen,4183,3982,2001,1413
12205,Sansha Sanyou Specials,Doga Kobo,Comedy|Slice of Life|School,4755,3830,2016,33173
12206,Lupin III: Kiri no Elusive,TMS Entertainment,Action|Adventure|Comedy|Mystery|Seinen,5293,3141,2007,3019
12207,Thermae Romae x Yoyogi Animation Gakuin Collaboration,DLE,Comedy|Historical|Seinen,7455,1501,2012,13969
12208,Kobayashi-san Chi no Maid Dragon S: Nippon no Omotenashi - Attend wa Dragon Desu,Kyoto Animation,Comedy|Fantasy|Slice of Life,1673,13275,2022,49893
12209,Girls & Panzer: Saishuushou Part 2 Specials,Actas,Comedy|Military|School,3783,3330,2020,40656
12210,Ginga Tansa 2100-nen: Border Planet,Tezuka Productions,Adventure|Mystery|Romance|Sci-Fi,9182,452,1986,4917
12211,Sengoku Basara: Setonai no Gekitotsu! Hi wo Fuku Umi no Daiyousai - Fugaku!!,Production I.G,Action|Historical|Martial Arts|Samurai,3429,7993,2010,6581
12212,Jungle Taitei: Yuuki ga Mirai wo Kaeru,Tezuka Productions,Adventure,6775,1223,2009,6909
12213,Lupin III: Otakara Henkyaku Daisakusen!!,TMS Entertainment,Action|Adventure|Comedy|Mystery|Seinen,3418,3485,2003,1424
12214,Hi☆sCoool! SeHa Girls Special,TMS Entertainment,Comedy|Sports|Game|School,9768,246,2016,34323
12215,Mobile Suit Gakuen: G-Reco Koushien,Studio PuYUKAI,Comedy|Sports|Mecha|Parody,10433,276,2014,34519
12216,"Arano no Sakebi Koe: Hoero, Buck",Toei Animation,Adventure|Drama,7989,607,1981,4074
12217,Kurogane no Linebarrels Specials,Gonzo,Action|Comedy|Ecchi|Mecha,5908,3299,2009,7540
12218,Lupin III: Harimao no Zaihou wo Oe!!,,Action|Adventure|Comedy|Mystery|Seinen,4767,3812,1995,1434
12219,Mobile Suit Gundam: More Information on the Universal Century,Sunrise,Sci-Fi|Mecha|Military|Space,7807,1338,1996,5723
12220,Mahou Shoujo Lyrical Nanoha A's Picture Drama,,Comedy|Parody,9296,386,2014,37933
12221,Ookiku Furikabutte: Kihon no Kihon,A-1 Pictures,Drama|Sports|Seinen,2408,10182,2008,3887
12222,Ryoutei no Aji,Studio Colorido,Slice of Life,6847,0,2014,30088
12223,"Soushin Shoujo Matoi: Yuma-chin, Matomemashita - Nanimo Kitenakute... Natsu",White Fox,Supernatural,8349,1370,2016,34538
12224,Dual! Parallel Runrun Monogatari Special;,AIC,Comedy|Drama|Romance|Sci-Fi|Harem|Mecha,4899,3906,1999,993
12225,Hana wa Saku,MAPPA,Music,7551,1246,2013,17897
12226,Lupin III: Nusumareta Lupin,TMS Entertainment,Action|Adventure|Comedy|Mystery|Seinen,4514,3083,2004,1429
12227,Umi Monogatari: Marin no Kore Naani?,Zexcs,Comedy,8162,825,2009,9100
12228,Tsubasa to Hotaru (2016),J.C.Staff,Romance|School|Shoujo,6946,1938,2016,33247
12229,Gundam: G no Reconguista - From the Past to the Future,Sunrise,Action|Sci-Fi|Mecha|Space,8366,1274,2015,31454
12230,Heroman Specials,Bones,Action|Sci-Fi|Shounen,7146,1600,2010,9121
12231,Cinderella Girls Gekijou 3rd Season Specials,Gathering,Comedy|Slice of Life|Game|Music,8632,382,2018,38211
12232,Kawasaki Frontale x Tentai Senshi Sunred 2nd Season,AIC ASTA,Comedy|Sports|Parody|Super Power|Seinen,10110,200,2010,8196
12233,Hashire Melos (1981),Toei Animation,Drama|Historical,9819,480,1981,8554
12234,MapleStory Special,Madhouse,Action|Comedy|Fantasy|Kids,10325,197,2008,28237
12235,Ie Naki Ko Remy Specials,Nippon Animation,Adventure|Drama,5421,1492,1997,10471
12236,Makai Senki Disgaea: Welcome to Netherworld,,Action|Comedy|Fantasy|Demons,5741,2938,2006,6741
12237,Karakuri Circus,,Action|Mystery|Shounen,9131,528,1998,40340
12238,H'or Cafe,,Music,10305,171,2014,39182
12239,Yadosagashi,Studio Ghibli,Adventure|Fantasy|Slice of Life|Kids,7782,603,2006,3570
12240,Space Shower Man: Legacy for the Future,,Action|Comedy|Game|Music,10529,160,2019,40015
12241,Obey Me!: Makai Dai Ryokou!,Colored Pencil Animation,Comedy|Fantasy|Demons,5743,2027,2021,49755
12242,Ikoku Meiro no Croisée Picture Drama,Satelight,Slice of Life|Historical|Seinen,6824,2024,2011,10905
12243,Stitch!: Piko Kara no Chousenjou,Madhouse,Adventure|Comedy|Kids,9263,600,2009,8963
12244,Senkou no Night Raid: Yogen,A-1 Pictures,Action|Historical|Military|Super Power,6451,2580,2010,8840
12245,IDOLiSH7 Tokubetsu Bangumi: Kimi to Furikaeranaito!,TROYCA,Drama|Music,7421,882,2018,37710
12246,Boku no Hero Academia the Movie 3: World Heroes' Mission - Tabidachi,Bones,Action|Super Power|Shounen,4270,3444,2022,50532
12247,Phantasy Star Online 2: Episode Oracle - Xiao's Report,Gonzo,Action|Sci-Fi|Space,8631,713,2019,40948
12248,Kumo no You ni Kaze no You ni,Studio Pierrot,Adventure|Drama|Romance|Historical,4991,3958,1990,1032
12249,"Minami Kamakura Koukou Joshi Jitenshabu: Kita yo, Taiwan!",J.C.Staff|A.C.G.T.,Sports|School|Shounen,6255,2410,2017,34734
12250,Nanairo Kakumei,,Comedy|School|Shoujo,8841,876,2015,31738
12251,Lupin III: Ai no Da Capo - Fujiko's Unlucky Days,,Action|Adventure|Comedy|Mystery|Seinen,5292,3734,1999,1431
12252,Junjou Shoujo Et Cetera Specials,Studio 1st,Hentai,8205,674,2013,32195
12253,Uchida Shungicu no Noroi no One-Piece,Kyoto Animation|Shin-Ei Animation,Horror|Romance|Shoujo,8905,815,1992,41340
12254,100-man-nen Chikyuu no Tabi: Bander Book,Tezuka Productions,Sci-Fi,9000,681,1978,5133
12255,Tokyo Girls Collection 2016 A/W x Osomatsu-san Special Movie,,Comedy,10201,203,2016,36865
12256,Rinne no Lagrange Season 2 Specials,Xebec,Comedy,7655,1373,2012,18639
12257,Sword Art Online: Alicization - War of Underworld Reflection,A-1 Pictures,Action|Adventure|Fantasy|Romance|Game,2885,30984,2019,40489
12258,One Room Special,Typhoon Graphics,Slice of Life,6264,12106,2017,34733
12259,Macross Δ Movie: Gekijou no Walküre Specials,Satelight,Comedy,9777,251,2018,38676
12260,Monster Special Edition,Madhouse,Drama|Mystery|Suspense|Psychological|Seinen,8047,640,2005,39332
12261,Tegamibachi: Hikari to Ao no Gensou Yawa,Studio Pierrot,Adventure|Fantasy|Slice of Life|Supernatural|Shounen,2960,8859,2008,5538
12262,Kitakubu Katsudou Kiroku: Miniature Theater,Nomad,Comedy|School,7479,1309,2013,23367
12263,Kaibutsu Oujo: Konsui Oujo,Madhouse,Action|Comedy|Horror|Supernatural|Vampire|Shounen,3975,7416,2008,4082
12264,Toki no Kousa,CLAP,Avant Garde,8694,878,2018,37784
12265,Mobile Suit Gundam 0083: Stardust Memory Picture Drama - The Mayfly of Space 2,Sunrise,Action|Mecha|Space,8846,1241,2016,32898
12266,Senyoku no Sigrdrifa: Dai-909 Senjutsu Hime-tai Sentou Kiroku!,A-1 Pictures,Action|Military,8512,1148,2020,44236
12267,Hanasakeru Seishounen Recaps,Studio Pierrot,Drama|Romance|Shoujo,5894,2105,2009,6726
12268,Tenchi Souzou Design-bu Special,Asahi Production,Comedy|Fantasy|Slice of Life|Seinen,2821,8615,2021,46587
12269,Hashire! Osomatsu-san,,Comedy|Parody,8745,475,2016,36714
12270,Kirin no Otenki Mama-san,,Fantasy,10593,236,1964,30079
12271,the FLY BanD!,Polygon Pictures,Music,10544,235,1998,34719
12272,Cinderella Girls Gekijou 2nd Season Specials,Gathering|Lesprit,Comedy|Slice of Life,8160,563,2017,36942
12273,Renkin San-kyuu Magical? Pokaan Specials,Remic,Comedy|Ecchi|Parody|Vampire,4389,4717,2006,1489
12274,Uchuu Senkan Tiramisù II Specials,Gonzo,Comedy|Sci-Fi|Slice of Life|Mecha|Space|Seinen,7377,1179,2019,39115
12275,Kawasaki Frontale x Tentai Senshi Sunred,AIC ASTA,Comedy|Sports|Parody|Super Power|Seinen,9742,247,2009,8316
12276,Katte ni Kaizou Specials,Shaft,Comedy|Sci-Fi|Parody|School|Shounen,7830,1146,2011,12991
12277,Yume-iro Pâtissière: Mune Kyun Tropical Island!,Studio Pierrot,School|Shoujo,3885,7928,2010,8894
12278,Double Decker! Doug & Kirill: Extra,Sunrise,Action|Comedy|Sci-Fi|Police,4294,3650,2019,38895
12279,Ikoku Meiro no Croisée: Yune & Alice,Satelight,Slice of Life|Historical|Seinen,6621,2349,2011,10832
12280,Chicchana Yukitsukai Sugar Specials,J.C.Staff,Comedy|Slice of Life|Shoujo,4790,3377,2003,1014
12281,Fushigi no Umi no Nadia Omake Gekijou,Gainax,Adventure|Sci-Fi,6848,1801,2003,3381
12282,Mahou Shoujo Elena DVD-BOX Special,Studio Fantasia|Rabbit Gate,Supernatural|Hentai,10129,181,2015,49876
12283,Dragon Ball Z: The Real 4-D at Super Tenkaichi Budokai,,Action|Fantasy|Super Power|Shounen,8854,646,2017,42449
12284,Mobile Suit Gundam UC: A Phantom World,,Action|Mecha,8852,785,2016,32927
12285,"Tari Tari: Kumottari, Kagayaitari, Mata Itsuka Utattari",P.A. Works,Slice of Life|Music|School,4658,4713,2014,27419
12286,Lupin III (2015): Italian Game,TMS Entertainment,Action|Adventure|Comedy|Seinen,6741,2415,2016,32321
12287,Vanitas no Karte: Le Chemin Parcouru Depuis la Rencontre,Bones,Supernatural|Historical|Vampire,5998,1352,2021,50770
12288,"Ore, Twintail ni Narimasu. Recap",Production IMS,Action|Comedy|Parody|Super Power,8782,929,2015,39482
12289,Cinderella Girls Gekijou Specials,Gathering|Lesprit,Comedy|Slice of Life,7952,811,2017,35805
12290,Tales of Symphonia The Animation: Tethe'alla-hen Specials,ufotable,Comedy,4538,4322,2010,8909
12291,Mahoromatic 2 End Year Special,Gainax,Comedy|Romance|Sci-Fi|Ecchi|Military,4856,3806,2002,4997
12292,Kino no Tabi: The Beautiful World - The Animated Series - Haikyo no Kuni - On Your Way,Lerche,Adventure,8273,662,2016,38179
12293,Garo: Honoo no Kokuin - Home,MAPPA,Action|Fantasy|Supernatural|Demons,4327,5660,2015,32415
12294,Pokemon XY&Z: Subete no Nazo wo Tokiakase!,OLM,Action|Adventure|Fantasy|Kids,6133,2767,2015,32359
12295,Gakuen Utopia Manabi Straight!: Natsu da! Manabi da! Kyouka Gasshuku da!,ufotable,Comedy|Sci-Fi|Slice of Life|School,3996,4619,2007,3219
12296,Thermae Romae: Kodai Romajin ga Uchuu e,DLE,Comedy|Space|Seinen,8653,789,2012,13983
12297,Tales of Gekijou,Sunrise,Comedy,6365,2354,2012,12699
12298,Future Card Buddyfight Recap,Xebec|OLM,Game,9003,354,2014,24675
12299,Nisshin Seifun Group CM,Studio Ghibli,Slice of Life|Kids,8429,1039,2010,31111
12300,Lupin III (2015) Specials,TMS Entertainment|Telecom Animation Film,Action|Adventure|Comedy|Seinen,3275,4800,2015,33074
12301,Girls & Panzer: Fushou Akiyama Yukari no Sensha Kouza - Extra,,Military|School,7370,946,2018,38429
12302,Hanasu na★,,Avant Garde,10268,310,2018,37792
12303,Mini Toji: Yume,,Action|Fantasy,7240,739,2019,40179
12304,Rebirth Special,,Comedy|Slice of Life|Game,9449,373,2020,42797
12305,Robot Girls Z Specials,Toei Animation,Comedy|Mecha|Parody,7415,1565,2014,24763
12306,Mameshiba Gakuen,,Comedy|School,10262,188,2015,33542
12307,Joshikousei: Girl's High Specials,Arms,Comedy|Slice of Life,6289,2697,2006,6657
12308,Chinka,,Action,10576,279,2010,29609
12309,"Ikoku Meiro no Croisée The Animation: Ongakkai ""Récital""",Satelight,Slice of Life|Historical|Seinen,3301,6000,2011,10804
12310,Kigyou Senshi Arslan,,Comedy|Parody,6400,2280,2016,32412
12311,Break Blade: Virgins War,Production I.G|Xebec,Action,6222,2362,2014,30573
12312,Bakusou Kyoudai Let's & Go Special,Production I.G|Xebec,Adventure|Sports|Cars|Shounen,8458,551,1996,9857
12313,Tennis no Ouji-sama: Another Story II - Ano Toki no Bokura Specials,Production I.G,Sports|Shounen,5077,3038,2011,13073
12314,Seto no Hanayome Picture Drama,,Comedy|Romance|Parody|School,7663,1415,2010,28385
12315,Houkago no Ouji-sama,,Comedy|Sports|School|Shounen,6614,1193,2014,24457
12316,Platonic Chain: Web,,Sci-Fi|Slice of Life,9933,369,2003,5492
12317,"The iDOLM@STER Cinderella Girls: Anytime, Anywhere with Cinderella.",A-1 Pictures,Comedy|Drama|Music,3811,4608,2016,32174
12318,Takamiya Nasuno Desu!: Teekyuu Spin-off Special,,Comedy|Shounen,8413,1148,2015,31669
12319,Moyashimon: Kin Gekijou Deluxe,Shirogumi,Comedy,4819,4025,2007,3618
12320,Andromeda Stories,Toei Animation,Action|Drama|Fantasy|Sci-Fi|Space,9194,779,1982,3675
12321,Mushishi Recap,,Supernatural,6604,1277,2006,39738
